first_seen,last_seen,Keyword_x,Suggestion,is_new,blogpost_created,category,blogpost_title,silot_terms,cornerstone,cluster,Keyword_y,Currency,Segmentation,Avg. monthly searches,Three month change,YoY change,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic average position,Organic impression share,In Account,Searches: Jul 2021,Searches: Aug 2021,Searches: Sep 2021,Searches: Oct 2021,Searches: Nov 2021,Searches: Dec 2021,Searches: Jan 2022,Searches: Feb 2022,Searches: Mar 2022,Searches: Apr 2022,Searches: May 2022,Searches: Jun 2022
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques depuis quand,True,False,,,,,30,jeux paralympiques depuis quand,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques audience,True,False,,,,,30,jeux paralympiques audience,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique classe 11,True,False,,,,,22,jeux paralympique classe 11,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques espagne basket 2000,True,False,,,,,30,jeux paralympiques espagne basket 2000,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques nombre de médailles,True,False,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jo paralympique ukraine,True,False,,,,,11,jo paralympique ukraine,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques d'été,True,False,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux olympiques paralympique classement,True,False,,,,,22,jeux olympiques paralympique classement,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique ping pong,True,False,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,погода в тель авиве на неделю,True,False,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,meilleurs jeux 4 ans,True,False,,,,,3,meilleurs jeux 4 ans,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques pékin 2022,True,False,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique t13,True,False,,,,,22,jeux paralympique t13,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique dates,True,False,,,,,22,jeux paralympique dates,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques samedi 4 septembre,True,False,,,,,30,jeux paralympiques samedi 4 septembre,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique sami,True,False,,,,,22,jeux paralympique sami,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique natation,True,False,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique aveugle,True,False,,,,,22,jeux paralympique aveugle,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique youtube,True,False,,,,,20,jeux paralympique youtube,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques médailles françaises,True,False,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympiques programme 30 août,True,False,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jo paralympique sport,True,False,,,,,11,jo paralympique sport,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux paralympique 1984,True,False,,,,,22,jeux paralympique 1984,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeu paralympique medaille,True,False,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux paralympique,jeux olympique paralympique 2021,True,False,,,,,18,jeux olympique paralympique 2021,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques ons jabeur,True,False,,,,,3,jeux olympiques ons jabeur,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 84 football,True,False,,,,,3,jeux olympiques 84 football,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 3021,True,False,,,,,3,jeux olympiques 3021,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques.org,True,False,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques jobs,True,False,,,,,3,jeux olympiques jobs,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,asterix jeux olympiques zidane,True,False,,,,,3,asterix jeux olympiques zidane,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques d'hiver 2026,True,False,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques karaté 2021,True,False,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 5000m homme,True,False,,,,,3,jeux olympiques 5000m homme,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques yvelines,True,False,,,,,3,jeux olympiques yvelines,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques d'été 2021,True,False,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques création,True,False,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 6 aout,True,False,,,,,3,jeux olympiques 6 aout,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques qu'est ce que c'est,True,False,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 7 ans,True,False,,,,,3,jeux olympiques 7 ans,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 5000m femmes,True,False,,,,,3,jeux olympiques 5000m femmes,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques algérie 2021,True,False,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 6 fevrier,True,False,,,,,3,jeux olympiques 6 fevrier,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques yohann diniz,True,False,,,,,3,jeux olympiques yohann diniz,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,zaho jeux olympiques,True,False,,,,,3,zaho jeux olympiques,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques quiz,True,False,,,,,3,jeux olympiques quiz,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 86,True,False,,,,,3,jeux olympiques 86,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques wuhan,True,False,,,,,3,jeux olympiques wuhan,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques universitaires,True,False,,,,,3,jeux olympiques universitaires,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques d'été 2022,True,False,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques organisés en france,True,False,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques paris volontaires,True,False,,,,,27,jeux olympiques paris volontaires,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques ordre de passage,True,False,,,,,3,jeux olympiques ordre de passage,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques résultats france,True,False,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques d'hiver,True,False,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques définition,True,False,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 4 aout,True,False,,,,,3,jeux olympiques 4 aout,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques volley masculin,True,False,,,,,11,jeux olympiques volley masculin,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 3x3,True,False,,,,,3,jeux olympiques 3x3,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,is jeux olympiques,True,False,,,,,3,is jeux olympiques,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques roc quel pays,True,False,,,,,3,jeux olympiques roc quel pays,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques classement des médailles,True,False,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 50m nage libre,True,False,,,,,28,jeux olympiques 50m nage libre,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,programme jeux olympiques 07 aout,True,False,,,,,3,programme jeux olympiques 07 aout,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,programme jeux olympiques 01 aout 2021,True,False,,,,,18,programme jeux olympiques 01 aout 2021,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques unss,True,False,,,,,3,jeux olympiques unss,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 69,True,False,,,,,3,jeux olympiques 69,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympique atlanta 96,True,False,,,,,26,jeux olympique atlanta 96,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques keith haring,True,False,,,,,3,jeux olympiques keith haring,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 2024 yvelines,True,False,,,,,27,jeux olympiques 2024 yvelines,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques karaté,True,False,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques activités pédagogiques,True,False,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques montréal,True,False,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 52,True,False,,,,,3,jeux olympiques 52,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 7 août,True,False,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques athlétisme,True,False,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques kosovo,True,False,,,,,3,jeux olympiques kosovo,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques winter,True,False,,,,,3,jeux olympiques winter,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,programme jeux olympiques 9 fevrier,True,False,,,,,3,programme jeux olympiques 9 fevrier,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 400 m hommes,True,False,,,,,3,jeux olympiques 400 m hommes,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 4 ans,True,False,,,,,3,jeux olympiques 4 ans,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques yougoslavie,True,False,,,,,3,jeux olympiques yougoslavie,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,programme jeux olympiques 9 fevrier 2022,True,False,,,,,6,programme jeux olympiques 9 fevrier 2022,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques antiques exposé,True,False,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,x jeux olympiques de 1932,True,False,,,,,3,x jeux olympiques de 1932,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,xvies jeux olympiques d'hiver,True,False,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 4x400,True,False,,,,,3,jeux olympiques 4x400,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques football 2021,True,False,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 3 aout,True,False,,,,,3,jeux olympiques 3 aout,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques kevin mayer,True,False,,,,,3,jeux olympiques kevin mayer,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques aujourd'hui,True,False,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,astérix aux jeux olympiques zidane,True,False,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,asterix aux jeux olympiques zinedine zidane,True,False,,,,,3,asterix aux jeux olympiques zinedine zidane,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques kayak 2012 classement femme,True,False,,,,,3,jeux olympiques kayak 2012 classement femme,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques wta,True,False,,,,,3,jeux olympiques wta,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques handball féminin,True,False,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 56,True,False,,,,,3,jeux olympiques 56,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques d'été de 2024,True,False,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 36,True,False,,,,,3,jeux olympiques 36,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 4x100,True,False,,,,,3,jeux olympiques 4x100,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,hymne jeux olympiques youtube,True,False,,,,,2,hymne jeux olympiques youtube,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 800m natation,True,False,,,,,3,jeux olympiques 800m natation,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 7 aout,True,False,,,,,3,jeux olympiques 7 aout,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques québec 1976,True,False,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques xxl,True,False,,,,,3,jeux olympiques xxl,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,10 000 m jeux olympics,True,False,,,,,3,10 000 m jeux olympics,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques zurich,True,False,,,,,3,jeux olympiques zurich,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques inde,True,False,,,,,3,jeux olympiques inde,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 776,True,False,,,,,3,jeux olympiques 776,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques zeus,True,False,,,,,3,jeux olympiques zeus,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 4x100m,True,False,,,,,3,jeux olympiques 4x100m,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques nantes,True,False,,,,,3,jeux olympiques nantes,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques water polo 2021,True,False,,,,,18,jeux olympiques water polo 2021,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques zagreb,True,False,,,,,3,jeux olympiques zagreb,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques zverev,True,False,,,,,3,jeux olympiques zverev,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 6e,True,False,,,,,3,jeux olympiques 6e,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques urss usa,True,False,,,,,3,jeux olympiques urss usa,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques samedi 7 aout,True,False,,,,,3,jeux olympiques samedi 7 aout,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 02 aout,True,False,,,,,3,jeux olympiques 02 aout,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques u18,True,False,,,,,3,jeux olympiques u18,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 776 avant j-c,True,False,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques tableau des médailles,True,False,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 90,True,False,,,,,3,jeux olympiques 90,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques football cote d'ivoire,True,False,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques wikimini,True,False,,,,,3,jeux olympiques wikimini,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques zombie,True,False,,,,,3,jeux olympiques zombie,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques questionnaire,True,False,,,,,3,jeux olympiques questionnaire,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 7 aout 2021,True,False,,,,,18,jeux olympiques 7 aout 2021,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques or france,True,False,,,,,23,jeux olympiques or france,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 94,True,False,,,,,3,jeux olympiques 94,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 28/07,True,False,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 3 aout 2021,True,False,,,,,18,jeux olympiques 3 aout 2021,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques yoga,True,False,,,,,3,jeux olympiques yoga,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 6ème,True,False,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 64,True,False,,,,,3,jeux olympiques 64,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques kiev,True,False,,,,,3,jeux olympiques kiev,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 400m,True,False,,,,,25,jeux olympiques 400m,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 3000m,True,False,,,,,3,jeux olympiques 3000m,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques urss,True,False,,,,,3,jeux olympiques urss,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 6 août,True,False,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympique kayak 2012 classement,True,False,,,,,26,jeux olympique kayak 2012 classement,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques football équipe de france,True,False,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,italie jeux olympiques d'hiver de 2022,True,False,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 50 km,True,False,,,,,3,jeux olympiques 50 km,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques windsurf,True,False,,,,,3,jeux olympiques windsurf,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques qatar 2022,True,False,,,,,6,jeux olympiques qatar 2022,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques natation 1932,True,False,,,,,3,jeux olympiques natation 1932,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques grèce antique,True,False,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques d'été,True,False,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques cote d'ivoire,True,False,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques d'hiver 2022,True,False,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 04 aout 2021,True,False,,,,,18,jeux olympiques 04 aout 2021,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 80,True,False,,,,,3,jeux olympiques 80,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 5 aout,True,False,,,,,3,jeux olympiques 5 aout,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques nombre de disciplines,True,False,,,,,7,jeux olympiques nombre de disciplines,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 6 aout 2021,True,False,,,,,18,jeux olympiques 6 aout 2021,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 800 m homme,True,False,,,,,3,jeux olympiques 800 m homme,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques nouvelle zelande,True,False,,,,,3,jeux olympiques nouvelle zelande,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques unss 2022,True,False,,,,,6,jeux olympiques unss 2022,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques 400 m haies,True,False,,,,,3,jeux olympiques 400 m haies,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,c'est quoi les jeux olympiques,True,False,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympique 96 foot,True,False,,,,,26,jeux olympique 96 foot,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,jeux olympiques,jeux olympiques natation 2024,True,False,,,,,27,jeux olympiques natation 2024,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,championne paralympique natation,True,False,,,,,9,championne paralympique natation,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique tennis de table 2021,True,False,,,,,14,champion paralympique tennis de table 2021,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique tokyo,True,False,,,,,0,champion paralympique tokyo,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique halterophilie,True,False,,,,,9,champion paralympique halterophilie,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,championne paralympique ping pong,True,False,,,,,9,championne paralympique ping pong,EUR,,,,,,,,,,,,,,,,,,,,,,,,
